rank_among_TFs	EGI	coex_score	rank_genomewide	percentile
608	8060436	-0.0835	10580	0.5107740682511792
609	8060937	-0.0835	10588	0.5104041431610099
610	8067829	-0.0835	10642	0.5079071488023675
611	8054869	-0.0835	10729	0.503884213446777
612	8084440	-0.0835	10739	0.5034218070840655
613	8072813	-0.0998	10781	0.501479700360677
614	110434014	-0.0998	10801	0.5005548876352539
615	8083691	-0.0998	10805	0.5003699250901692
616	8078918	-0.0998	10818	0.4997687968186443
617	8059025	-0.0998	10821	0.4996300749098308
618	8074465	-0.0998	10833	0.4990751872745769
619	8077835	-0.0998	10836	0.4989364653657634
620	110429790	-0.0998	10852	0.4981966151854249
621	8069671	-0.0998	10883	0.4967631554610191
622	8064032	-0.0998	10911	0.4954684176454268
623	110431042	-0.0998	10935	0.4943586423749191
624	110434161	-0.0998	10942	0.49403495792102103
625	8057377	-0.0998	10958	0.4932951077406825
626	8077628	-0.116	10974	0.492555257560344
627	110433170	-0.116	10977	0.49241653565153054
628	8069770	-0.116	10986	0.4920003699250902
629	8058421	-0.116	10989	0.49186164801627674
630	8070522	-0.116	11000	0.49135300101729396
631	110430143	-0.116	11005	0.49112179783593823
632	8055241	-0.116	11009	0.49093683529085363
633	8054871	-0.116	11023	0.4902894663830575
634	8064849	-0.116	11062	0.4884860815684824
635	8059393	-0.116	11094	0.48700638120780537
636	8057890	-0.116	11095	0.48696014057153425
637	8062825	-0.116	11140	0.4848793119393323
638	8061613	-0.1322	11144	0.4846943493942477
639	8078627	-0.1322	11146	0.48460186812170536
640	8066972	-0.1322	11158	0.48404698048645145
641	8069893	-0.1322	11169	0.4835383334874688
642	8057416	-0.1322	11196	0.4822898363081476
643	8083036	-0.1322	11201	0.48205863312679187
644	8086051	-0.1322	11231	0.4806714140386572
645	8057638	-0.1322	11264	0.47914547304170907
646	8084860	-0.1322	11280	0.47840562286137056
647	8066689	-0.1322	11295	0.4777120133173033
648	8076037	-0.1322	11298	0.4775732914084898
649	8071117	-0.1484	11329	0.476139831684084
650	8081300	-0.1484	11340	0.47563118468510124
651	8071295	-0.1484	11341	0.4755849440488301
652	110437038	-0.1484	11352	0.47507629704984744
653	110429599	-0.1484	11355	0.47493757514103396
654	8065907	-0.1484	11373	0.4741052436881531
655	8073540	-0.1484	11392	0.4732266715990012
656	8083540	-0.1484	11477	0.4692962175159531
657	110436807	-0.1646	11532	0.4667529825210395
658	8086392	-0.1646	11533	0.46670674188476835
659	8060896	-0.1646	11540	0.4663830574308703
660	110434967	-0.1646	11572	0.46490335707019326
661	8080773	-0.1646	11619	0.46273004716544897
662	8055473	-0.1646	11621	0.4626375658929067
663	8067141	-0.1646	11668	0.46046425598816243
664	8079108	-0.1808	11707	0.45866087117358734
665	8069000	-0.1808	11712	0.4584296679922316
666	8058383	-0.1808	11783	0.4551465828169796
667	8059810	-0.1808	11788	0.4549153796356238
668	8060174	-0.1808	11809	0.45394432627392955
669	8072534	-0.1808	11873	0.45098492555257563
670	8067473	-0.1808	11891	0.45015259409969477
671	110436396	-0.1971	11900	0.44973642837325445
672	8062231	-0.1971	11947	0.44756311846851016
673	8065969	-0.1971	12026	0.44391010820308885
674	8077354	-0.1971	12037	0.4434014612041062
675	8073331	-0.1971	12047	0.4429390548413946
676	8072154	-0.1971	12061	0.44229168593359847
677	8055956	-0.2133	12091	0.4409044668454638
678	8081884	-0.2133	12096	0.440673263664108
679	8083495	-0.2133	12100	0.4404883011190234
680	8078473	-0.2133	12111	0.4399796541200407
681	8057369	-0.2133	12113	0.43988717284749834
682	8080272	-0.2133	12115	0.4397946915749561
683	8064667	-0.2133	12139	0.4386849163044484
684	8067527	-0.2133	12161	0.43766762230648293
685	8082423	-0.2133	12162	0.4376213816702118
686	8081324	-0.2133	12170	0.4372514565800425
687	8063702	-0.2133	12173	0.43711273467122913
688	8086015	-0.2133	12184	0.43660408767224634
689	8055653	-0.2133	12191	0.43628040321834827
690	8054206	-0.2133	12196	0.43604920003699255
691	8076068	-0.2133	12201	0.4358179968556367
692	8076888	-0.2133	12204	0.43567927494682324
693	8062364	-0.2133	12214	0.4352168685841117
694	8075538	-0.2133	12221	0.4348931841302136
695	8062869	-0.2295	12263	0.43295107740682515
696	8075663	-0.2295	12289	0.4317488208637751
697	8055800	-0.2295	12309	0.430824008138352
698	8083565	-0.2295	12311	0.4307315268658096
699	8058207	-0.2295	12312	0.4306852862295385
700	8063099	-0.2295	12315	0.430546564320725
701	8070964	-0.2295	12389	0.42712475723665955
702	8075668	-0.2295	12396	0.42680107278276147
703	110434910	-0.2295	12404	0.42643114769259227
704	110434329	-0.2457	12431	0.4251826505132711
705	8086449	-0.2457	12485	0.4226856561546287
706	110429761	-0.2457	12493	0.4223157310644594
707	8061399	-0.2457	12517	0.4212059557939517
708	8075819	-0.2457	12543	0.42000369925090164
709	8060737	-0.2457	12548	0.4197724960695459
710	8077053	-0.2457	12563	0.41907888652547864
711	8067417	-0.2457	12593	0.417691667437344
712	8056613	-0.2457	12604	0.4171830204383612
713	8084966	-0.2457	12609	0.4169518172570055
714	8082443	-0.2457	12614	0.41672061407564964
715	8083274	-0.2457	12617	0.41658189216683617
716	8060849	-0.2457	12622	0.41635068898548044
717	8086285	-0.2619	12637	0.41565707944141317
718	8086194	-0.2619	12660	0.4145935448071766
719	8080093	-0.2619	12754	0.410246924997688
720	8075216	-0.2782	12819	0.40724128364006285
721	8059668	-0.2782	12840	0.4062702302783686
722	8062546	-0.2782	12860	0.4053454175529455
723	110433561	-0.2782	12879	0.40446684546379363
724	8056747	-0.2782	12886	0.40414316100989545
725	8060372	-0.2782	12904	0.4033108295570147
726	8071266	-0.2782	12913	0.40289466383057426
727	8080262	-0.2782	12928	0.402201054286507
728	8084818	-0.2944	12994	0.3991491722926107
729	8055733	-0.2944	13010	0.3984093221122723
730	8065844	-0.2944	13044	0.39683714047905294
731	8079871	-0.2944	13049	0.3966059372976972
732	8059811	-0.2944	13052	0.39646721538888374
733	8082893	-0.2944	13069	0.3956811245722741
734	8074855	-0.2944	13076	0.39535744011837604
735	8084050	-0.2944	13088	0.3948025524831221
736	8055721	-0.2944	13106	0.3939702210302414
737	110433340	-0.2944	13122	0.39323037084990287
738	8062205	-0.2944	13149	0.3919818736705817
739	8079847	-0.3106	13166	0.39119578285397205
740	8077539	-0.3106	13171	0.39096457967261633
741	8055366	-0.3106	13177	0.3906871358549894
742	8084644	-0.3106	13202	0.38953111994821044
743	8073049	-0.3106	13235	0.3880051789512624
744	8079022	-0.3106	13237	0.38791269767872005
745	8058906	-0.3106	13238	0.38786645704244893
746	8083097	-0.3106	13240	0.3877739757699066
747	8073968	-0.3106	13274	0.3862017941366873
748	110431996	-0.3106	13280	0.38592435031906036
749	8080849	-0.3106	13306	0.3847220937760104
750	8057006	-0.3106	13310	0.3845371312309257
751	8056196	-0.3106	13311	0.3844908905946546
752	8080199	-0.3106	13328	0.38370479977804495
753	8070870	-0.3106	13330	0.3836123185055026
754	8059870	-0.3268	13341	0.3831036715065199
755	8065617	-0.3268	13375	0.38153148987330066
756	8064306	-0.3268	13389	0.3808841209655045
757	8085952	-0.3268	13400	0.3803754739665218
758	8081546	-0.3268	13438	0.37861832978821786
759	8082840	-0.3268	13441	0.3784796078794044
760	8074604	-0.3268	13460	0.3776010357902525
761	8054756	-0.3268	13467	0.3772773513363544
762	8060442	-0.3268	13485	0.37644501988347356
763	8069392	-0.3268	13487	0.3763525386109313
764	8079577	-0.3268	13493	0.37607509479330437
765	8068150	-0.3268	13496	0.3759363728844909
766	8062228	-0.343	13539	0.3739480255248312
767	8055191	-0.343	13573	0.37237584389161194
768	110434480	-0.343	13587	0.3717284749838158
769	8054531	-0.343	13662	0.3682604272634792
770	8078083	-0.343	13668	0.36798298344585223
771	8074659	-0.3592	13706	0.36622583926754837
772	8065099	-0.3592	13712	0.3659483954499214
773	110434681	-0.3592	13714	0.36585591417737906
774	8058075	-0.3592	13736	0.3648386201794137
775	8083941	-0.3592	13745	0.3644224544529733
776	8080415	-0.3592	13750	0.36419125127161744
777	8069635	-0.3592	13761	0.36368260427263477
778	110430358	-0.3592	13768	0.3633589198187367
779	8068943	-0.3592	13785	0.36257282900212706
780	8059417	-0.3592	13796	0.3620641820031444
781	8071748	-0.3755	13871	0.3585961342828077
782	8070663	-0.3755	13913	0.3566540275594192
783	8075454	-0.3755	13920	0.35633034310552114
784	110432817	-0.3755	13935	0.35563673356145376
785	8054108	-0.3755	13958	0.3545731989272173
786	8055487	-0.3755	13960	0.3544807176546749
787	8064702	-0.3755	13968	0.3541107925645057
788	110434878	-0.3755	13995	0.35286229538518454
789	8071259	-0.3755	14020	0.3517062794784056
790	8059026	-0.3917	14082	0.34883936002959404
791	8066610	-0.3917	14085	0.34870063812078056
792	110434003	-0.3917	14098	0.34809950984925553
793	8078622	-0.3917	14154	0.3455100342180708
794	8078865	-0.3917	14157	0.34537131230925733
795	8071350	-0.3917	14161	0.34518634976417273
796	8060408	-0.3917	14187	0.3439840932211228
797	8065113	-0.4079	14212	0.34282807731434384
798	8070815	-0.4079	14230	0.3419957458614631
799	8064699	-0.4079	14231	0.34194950522519185
800	8065852	-0.4079	14250	0.34107093313604
801	8082009	-0.4079	14270	0.34014612041061687
802	8054870	-0.4079	14282	0.33959123277536296
803	110432018	-0.4079	14302	0.33866642004993985
804	8086050	-0.4079	14304	0.3385739387773976
805	8060732	-0.4079	14315	0.3380652917784148
806	8080111	-0.4079	14322	0.33774160732451675
807	8079408	-0.4079	14327	0.337510404143161
808	8070203	-0.4079	14338	0.33700175714417835
809	8057183	-0.4241	14384	0.3348746878757052
810	8066410	-0.4241	14398	0.334227318967909
811	110433107	-0.4241	14422	0.3331175436974013
812	8055008	-0.4241	14464	0.33117543697401275
813	8059440	-0.4241	14479	0.3304818274299455
814	8070755	-0.4241	14483	0.33029686488486076
815	8074587	-0.4403	14517	0.3287246832516415
816	8078942	-0.4403	14535	0.32789235179876075
817	8079605	-0.4403	14551	0.32715250161842224
818	8078955	-0.4403	14558	0.32682881716452417
819	8084840	-0.4403	14569	0.3263201701655415
820	8072206	-0.4403	14574	0.32608896698418566
821	110429794	-0.4403	14583	0.32567280125774534
822	8081697	-0.4403	14613	0.3242855821696107
823	8083363	-0.4403	14652	0.3224821973550356
824	8066377	-0.4403	14658	0.32220475353740863
825	8078744	-0.4403	14667	0.3217885878109683
826	8081225	-0.4403	14676	0.3213724220845279
827	8078684	-0.4566	14708	0.31989272172385097
828	8074300	-0.4566	14714	0.319615277906224
829	110429633	-0.4566	14724	0.31915287154351246
830	8066257	-0.4566	14725	0.31910663090724123
831	8082250	-0.4566	14735	0.3186442245445298
832	8055845	-0.4566	14741	0.31836678072690283
833	8082339	-0.4566	14744	0.31822805881808935
834	8078076	-0.4566	14748	0.31804309627300476
835	8085160	-0.4566	14782	0.3164709146397855
836	8073155	-0.4566	14806	0.3153611393692777
837	8068916	-0.4566	14809	0.3152224174604643
838	8069969	-0.4566	14837	0.3139276796448719
839	8077483	-0.4728	14858	0.31295662628317766
840	8062383	-0.4728	14874	0.31221677610283916
841	8083695	-0.4728	14889	0.3115231665587719
842	8083816	-0.4728	14918	0.31018218810690834
843	8059809	-0.4728	14930	0.30962730047165454
844	8059988	-0.4728	14982	0.3072227873855544
845	8056349	-0.4728	14993	0.30671414038657174
846	8063857	-0.4728	14998	0.3064829372052159
847	8085914	-0.489	15024	0.30528068066216596
848	8073087	-0.489	15033	0.30486451493572553
849	8055301	-0.489	15048	0.30417090539165814
850	8078345	-0.489	15055	0.30384722093776007
851	8059799	-0.489	15096	0.30195135485064273
852	110433282	-0.489	15122	0.30074909830759267
853	8083415	-0.489	15148	0.2995468417645427
854	8056366	-0.5052	15171	0.29848330713030613
855	8067662	-0.5052	15180	0.2980671414038657
856	8065451	-0.5052	15183	0.2979284194950522
857	8056732	-0.5052	15190	0.29760473504115414
858	8067752	-0.5052	15220	0.2962175159530195
859	8083194	-0.5052	15221	0.29617127531674836
860	8054578	-0.5052	15261	0.29432164986590215
861	8080794	-0.5052	15269	0.29395172477573295
862	8067798	-0.5052	15279	0.2934893184130214
863	8079806	-0.5052	15280	0.29344307777675016
864	8059323	-0.5214	15302	0.2924257837787848
865	8070167	-0.5214	15332	0.29103856469065015
866	8078889	-0.5214	15383	0.28868029224082126
867	8063514	-0.5214	15413	0.2872930731526866
868	8079279	-0.5214	15418	0.28706186997133076
869	8074212	-0.5214	15442	0.28595209470082306
870	8056337	-0.5376	15461	0.2850735226116712
871	8057357	-0.5376	15478	0.28428743179506155
872	8074146	-0.5376	15482	0.28410246924997684
873	8056432	-0.5376	15487	0.2838712660686211
874	8059967	-0.5376	15509	0.28285397207065566
875	8063947	-0.5376	15520	0.282345325071673
876	110430291	-0.5376	15565	0.28026449643947104
877	8061067	-0.5376	15583	0.2794321649865902
878	8085123	-0.5376	15603	0.2785073522611671
879	8085272	-0.5539	15712	0.2734671229076112
880	8083331	-0.5539	15722	0.27300471654489966
881	8061020	-0.5539	15723	0.27295847590862854
882	8081882	-0.5539	15738	0.27226486636456115
883	8077658	-0.5539	15755	0.2714787755479515
884	8055635	-0.5701	15790	0.26986035327846114
885	8080341	-0.5701	15804	0.269212984370665
886	8055143	-0.5701	15811	0.2688892999167668
887	8063531	-0.5701	15859	0.2666697493757514
888	8071417	-0.5701	15887	0.2653750115601591
889	8077964	-0.5701	15892	0.26514380837880325
890	8082971	-0.5701	15898	0.2648663645611764
891	8071890	-0.5863	15928	0.26347914547304174
892	8080034	-0.5863	15942	0.2628317765652456
893	8059898	-0.5863	15964	0.2618144825672801
894	8070352	-0.5863	15966	0.26172200129473777
895	8064231	-0.5863	15967	0.26167576065846665
896	8067514	-0.5863	15981	0.2610283917506705
897	8084320	-0.5863	15986	0.26079718856931466
898	8076992	-0.5863	16026	0.25894756311846856
899	8064560	-0.6025	16071	0.2568667344862665
900	8060745	-0.6025	16076	0.2566355313049108
901	8070661	-0.6025	16109	0.25510959030796265
902	8081260	-0.6025	16129	0.25418477758253955
903	110429610	-0.6025	16159	0.2527975584944049
904	8081254	-0.6025	16178	0.2519189864052529
905	8079807	-0.6187	16231	0.24946823268288176
906	8055367	-0.6187	16251	0.24854341995745866
907	8057250	-0.6187	16255	0.24835845741237395
908	8066609	-0.6187	16266	0.24784981041339127
909	110433963	-0.6187	16308	0.2459077036900028
910	8073221	-0.6187	16317	0.24549153796356238
911	8056725	-0.6187	16327	0.24502913160085082
912	110434350	-0.6349	16356	0.24368815314898729
913	8058413	-0.6349	16399	0.2416998057893277
914	8069951	-0.6349	16450	0.2393415333394987
915	8054749	-0.6349	16456	0.23906408952187186
916	8057072	-0.6349	16485	0.23772311107000832
917	8074857	-0.6512	16562	0.23416258207712937
918	8076033	-0.6512	16594	0.23268288171645246
919	8084351	-0.6512	16606	0.23212799408119855
920	8055331	-0.6674	16640	0.2305558124479793
921	8077453	-0.6674	16671	0.2291223527235735
922	8055382	-0.6674	16678	0.22879866826967543
923	8054148	-0.6674	16686	0.22842874317950612
924	8075125	-0.6674	16703	0.2276426523628965
925	8080554	-0.6674	16715	0.2270877647276427
926	8086399	-0.6674	16730	0.2263941551835753
927	8072153	-0.6674	16743	0.22579302691205028
928	8077012	-0.6674	16757	0.22514565800425412
929	8059188	-0.6836	16794	0.22343475446222139
930	8056614	-0.6836	16832	0.22167761028391753
931	8055351	-0.6836	16838	0.22140016646629057
932	8074594	-0.6836	16849	0.2208915194673079
933	8063325	-0.6836	16862	0.22029039119578286
934	8083962	-0.6836	16873	0.2197817441968002
935	8080015	-0.6998	16880	0.2194580597429021
936	8077968	-0.6998	16905	0.21830204383612317
937	8066871	-0.6998	16910	0.21807084065476745
938	8054321	-0.6998	16948	0.21631369647646348
939	8077030	-0.716	16997	0.21404790529917694
940	110431154	-0.716	17013	0.21330805511883844
941	8065585	-0.716	17016	0.21316933321002496
942	8064208	-0.716	17022	0.212891889392398
943	8085389	-0.716	17028	0.21261444557477116
944	8072077	-0.716	17041	0.21201331730324613
945	8071273	-0.716	17044	0.21187459539443265
946	8065905	-0.716	17062	0.2110422639415518
947	110432823	-0.716	17094	0.20956256358087488
948	8070306	-0.716	17119	0.20840654767409594
949	8060330	-0.716	17128	0.20799038194765562
950	8069966	-0.7323	17208	0.2042911310459632
951	110435509	-0.7323	17219	0.20378248404698052
952	8060932	-0.7323	17233	0.20313511513918436
953	8080743	-0.7323	17246	0.20253398686765933
954	8076377	-0.7485	17294	0.2003144363266438
955	8056485	-0.7485	17307	0.1997133080551189
956	8077652	-0.7485	17310	0.1995745861463054
957	110435797	-0.7485	17339	0.19823360769444187
958	8069118	-0.7485	17376	0.19652270415240913
959	8057730	-0.7647	17389	0.1959215758808841
960	8073359	-0.7647	17462	0.19254600943308975
961	8069061	-0.7647	17478	0.19180615925275135
962	8059916	-0.7809	17518	0.18995653380190514
963	8057261	-0.7809	17524	0.18967908998427818
964	8082176	-0.7809	17533	0.18926292425783775
965	8060542	-0.7809	17554	0.18829187089614352
966	8063355	-0.7809	17560	0.18801442707851657
967	8058045	-0.7809	17561	0.18796818644224544
968	8070962	-0.7971	17635	0.18454637935817997
969	8055644	-0.7971	17681	0.1824193100897068
970	8076216	-0.7971	17720	0.18061592527513182
971	8063745	-0.8133	17768	0.1783963747341163
972	8080455	-0.8133	17779	0.17788772773513362
973	8068003	-0.8133	17785	0.17761028391750666
974	8072276	-0.8133	17787	0.17751780264496442
975	8058354	-0.8133	17796	0.17710163691852399
976	8085252	-0.8133	17823	0.1758531397392028
977	110433908	-0.8133	17832	0.17543697401276237
978	8069197	-0.8133	17853	0.17446592065106814
979	8065464	-0.8296	17881	0.17317118283547583
980	8066792	-0.8296	17900	0.17229261074632385
981	8068935	-0.8458	17980	0.16859335984463142
982	8079424	-0.8458	17983	0.16845463793581805
983	8066249	-0.8458	17990	0.16813095348191986
984	8076554	-0.8458	18023	0.16660501248497184
985	8057673	-0.8458	18030	0.16628132803107376
986	8068350	-0.8458	18047	0.16549523721446402
987	8073468	-0.862	18122	0.16202718949412742
988	8083263	-0.862	18124	0.16193470822158518
989	8085124	-0.862	18139	0.1612410986775178
990	8056462	-0.862	18174	0.1596226764080274
991	8084855	-0.862	18193	0.15874410431887542
992	110429986	-0.862	18194	0.1586978636826043
993	8073072	-0.862	18197	0.15855914177379082
994	8081753	-0.862	18202	0.158327938592435
995	8055973	-0.862	18205	0.15818921668362151
996	8085817	-0.8782	18217	0.15763432904836772
997	8079812	-0.8782	18228	0.15712568204938504
998	110436327	-0.8782	18236	0.15675575695921573
999	8061564	-0.8782	18247	0.15624710996023305
1000	8085287	-0.8782	18304	0.1536113936927772
1001	8064020	-0.8782	18316	0.1530565060575233
1002	8070158	-0.8944	18323	0.15273282160362522
1003	8063213	-0.8944	18336	0.1521316933321003
1004	8065733	-0.8944	18347	0.15162304633311752
1005	110430820	-0.8944	18357	0.15116063997040596
1006	8071095	-0.8944	18362	0.15092943678905024
1007	8064276	-0.8944	18373	0.15042078979006757
1008	8070251	-0.8944	18376	0.1502820678812541
1009	8086035	-0.9107	18406	0.14889484879311943
1010	110435841	-0.9107	18408	0.14880236752057707
1011	8078623	-0.9107	18420	0.14824747988532327
1012	8084396	-0.9107	18443	0.1471839452510867
1013	8084674	-0.9107	18449	0.14690650143345974
1014	8086395	-0.9107	18489	0.14505687598261352
1015	8058227	-0.9107	18504	0.14436326643854624
1016	8078489	-0.9107	18523	0.14348469434939426
1017	8067578	-0.9269	18532	0.14306852862295383
1018	8068649	-0.9269	18535	0.14292980671414035
1019	8057552	-0.9269	18543	0.14255988162397115
1020	8056590	-0.9269	18557	0.141912512716175
1021	8080851	-0.9269	18606	0.13964672153888835
1022	8082468	-0.9269	18613	0.13932303708499028
1023	8073936	-0.9431	18674	0.13650235827244983
1024	8063503	-0.9431	18678	0.13631739572736523
1025	110433966	-0.9593	18755	0.13275686673448628
1026	8066274	-0.9593	18759	0.13257190418940168
1027	8057899	-0.9593	18767	0.13220197909923237
1028	8069067	-0.9593	18778	0.1316933321002497
1029	8082592	-0.9593	18791	0.13109220382872466
1030	8080344	-0.9593	18794	0.13095348191991119
1031	8081034	-0.9593	18807	0.13035235364838615
1032	8083208	-0.9593	18820	0.12975122537686123
1033	8057758	-0.9755	18836	0.12901137519652273
1034	8070669	-0.9755	18853	0.1282252843799131
1035	8054970	-0.9755	18856	0.12808656247109962
1036	8085134	-0.9755	18879	0.12702302783686303
1037	8054657	-0.9917	18909	0.12563580874872837
1038	8080505	-0.9917	18923	0.12498843984093222
1039	8075101	-0.9917	18957	0.12341625820771296
1040	8059617	-0.9917	18963	0.123138814390086
1041	8060682	-0.9917	18972	0.12272264866364557
1042	8058064	-0.9917	18973	0.12267640802737445
1043	8080870	-0.9917	18989	0.12193655784703594
1044	8065368	-1.008	18998	0.12152039212059562
1045	8056866	-1.008	19021	0.12045685748635904
1046	8079826	-1.008	19063	0.11851475076297047
1047	8074451	-1.008	19083	0.11758993803754736
1048	110436951	-1.008	19090	0.11726625358364928
1049	8060596	-1.0242	19103	0.11666512531212425
1050	8072075	-1.0242	19107	0.11648016276703965
1051	8081906	-1.0242	19169	0.11361324331822809
1052	110434489	-1.0242	19181	0.11305835568297418
1053	8079913	-1.0404	19230	0.11079256450568764
1054	8084761	-1.0404	19240	0.11033015814297609
1055	8063283	-1.0404	19246	0.11005271432534913
1056	8078470	-1.0566	19259	0.1094515860538241
1057	8078093	-1.0566	19271	0.10889669841857019
1058	8060437	-1.0566	19309	0.10713955424026633
1059	8081049	-1.0728	19337	0.10584481642467403
1060	8070009	-1.0728	19379	0.10390270970128546
1061	8064025	-1.0728	19408	0.10256173124942203
1062	8070824	-1.0728	19421	0.101960602977897
1063	8055879	-1.089	19445	0.10085082770738929
1064	110437035	-1.1053	19505	0.09807638953111997
1065	8075807	-1.1053	19520	0.09738277998705258
1066	8062952	-1.1215	19574	0.09488578562841021
1067	8073212	-1.1215	19589	0.09419217608434294
1068	8060322	-1.1215	19608	0.09331360399519095
1069	8065503	-1.1215	19627	0.09243503190603908
1070	8075570	-1.1377	19666	0.09063164709146398
1071	8077850	-1.1377	19680	0.08998427818366783
1072	110430629	-1.1377	19681	0.0899380375473966
1073	110429687	-1.1377	19684	0.08979931563858323
1074	8056604	-1.1377	19685	0.089753075002312
1075	8064490	-1.1539	19785	0.08512901137519657
1076	8068888	-1.1539	19786	0.08508277073892534
1077	8056354	-1.1539	19792	0.08480532692129839
1078	8060303	-1.1701	19803	0.08429667992231571
1079	8073582	-1.1701	19813	0.08383427355960416
1080	8059961	-1.1864	19866	0.08138351983723291
1081	8061113	-1.1864	19882	0.08064366965689451
1082	8078936	-1.1864	19925	0.07865532229723482
1083	8086037	-1.2026	19930	0.07842411911587899
1084	110437395	-1.2026	19954	0.07731434384537128
1085	8070281	-1.2026	19973	0.0764357717562194
1086	110435301	-1.2188	20021	0.07421622121520388
1087	8077703	-1.2188	20023	0.07412373994266164
1088	8056470	-1.2188	20041	0.07329140848978077
1089	8082890	-1.235	20085	0.07125682049384996
1090	8061133	-1.235	20115	0.0698696014057153
1091	110434655	-1.2512	20150	0.06825117913622492
1092	8079845	-1.2512	20151	0.0682049384999538
1093	8064686	-1.2512	20162	0.067696291500971
1094	8084341	-1.2512	20168	0.06741884768334416
1095	8155742	-1.2512	20193	0.06626283177656522
1096	8056771	-1.2512	20198	0.0660316285952095
1097	8077373	-1.2512	20201	0.06589290668639602
1098	8077265	-1.2999	20340	0.059465458244705394
1099	8085397	-1.2999	20348	0.059095533154536195
1100	8069083	-1.3161	20397	0.05682974197724966
1101	8058265	-1.3323	20434	0.05511883843521692
1102	8054388	-1.3323	20445	0.054610191436234135
1103	8068838	-1.3323	20452	0.05428650698233606
1104	8063887	-1.3485	20494	0.0523444002589476
1105	8067619	-1.3648	20506	0.05178951262369369
1106	110436795	-1.3648	20528	0.05077221862572834
1107	8085025	-1.381	20603	0.04730417090539163
1108	8060198	-1.3972	20628	0.0461481549986128
1109	8064022	-1.3972	20630	0.046055673726070445
1110	8085866	-1.4134	20679	0.04378988254878391
1111	8074672	-1.4296	20703	0.0426801072782762
1112	8056074	-1.4296	20723	0.041755294552853095
1113	8080240	-1.4296	20724	0.04170905391658186
1114	8082835	-1.4458	20735	0.041200406917599186
1115	8078432	-1.4458	20740	0.040969203736243465
1116	8074482	-1.4458	20752	0.040414316100989556
1117	8083533	-1.4458	20755	0.04027559419217608
1118	8062929	-1.4621	20773	0.039443262739295326
1119	8068982	-1.4621	20777	0.03925830019421073
1120	8076679	-1.4783	20835	0.03657634329048365
1121	110436805	-1.4945	20856	0.03560528992878942
1122	8076127	-1.4945	20867	0.03509664292980674
1123	8079479	-1.5107	20884	0.03431055211319711
1124	8084184	-1.5431	20946	0.031443632664385435
1125	8084362	-1.5431	20954	0.031073707574216236
1126	8077118	-1.5431	20955	0.031027466937945114
1127	8080545	-1.5594	20982	0.02977896975862393
1128	8064312	-1.5756	21007	0.02862295385184499
1129	8084460	-1.6242	21113	0.02372144640710261
1130	8064257	-1.6405	21140	0.022472949227781425
1131	8085469	-1.6567	21151	0.021964302228798638
1132	8064173	-1.6729	21175	0.02085452695829093
1133	8074021	-1.6729	21177	0.020762045685748687
1134	8060168	-1.6729	21180	0.02062332377693521
1135	8081711	-1.754	21279	0.016045500786090794
1136	8063399	-1.7702	21304	0.014889484879311965
1137	110430962	-1.7702	21307	0.014750762970498488
1138	8078088	-1.7864	21318	0.014242115971515812
1139	110430900	-1.8189	21360	0.012300009248127242
1140	8070284	-1.8513	21378	0.01146767779524649
1141	8061841	-1.8513	21390	0.01091279015999258
1142	8084151	-1.9648	21461	0.007629704984740582
1143	110433899	-1.9648	21472	0.007121057985757906
1144	8057324	-1.9972	21482	0.006658651623046352
1145	8057326	-1.9972	21483	0.00661241098677523
1146	8076375	-2.0297	21490	0.0062887265328770425
1147	8076161	-2.0297	21498	0.005918801442707844
1148	8061366	-2.0783	21512	0.005271432534911691
1149	8083191	-2.0946	21519	0.004947748081013614
1150	8070665	-2.1919	21551	0.003468047720336598
1151	8064058	-2.2405	21560	0.003051881993896277
1152	8076665	-2.2405	21564	0.002866919448811567
1153	8062560	-2.4513	21603	0.0010635346342365848
1154	8080833	-2.6946	21619	0.00032368445389807654
