gene_id,n_supporting_contrasts,mean_methyl_diff
LOC110435611,1,-0.315806821456697
LOC110434833,1,-0.315430965726746
LOC8068993,1,-0.31510449156937
LOC8061075,1,-0.31510449156937
LOC8082476,1,-0.314586706353188
LOC8077876,1,-0.314541229323634
LOC8074999,1,0.314013818191936
LOC8060825,1,-0.313972888163294
LOC8073329,1,-0.313972888163294
LOC8054168,1,0.313849341127923
LOC8056796,1,0.313433614826758
LOC8080064,1,-0.309930373452987
LOC8078636,1,-0.309330360532785
LOC110430572,1,-0.30820938638693
LOC8155536,1,0.308137153339205
LOC8072679,1,0.308137153339205
LOC110434306,1,0.306290248894605
TRNAI-UAU,1,-0.305574848958936
LOC8085067,1,-0.305574848958936
LOC8057801,1,-0.304662373745373
LOC8068177,1,-0.304548071847919
LOC8085818,1,0.304421430242311
LOC8059849,1,-0.303814091875551
LOC8059480,1,-0.303268513525813
LOC110433097,1,-0.302914120572122
LOC8063063,1,-0.302863929864874
LOC110433292,1,-0.302401939923676
LOC8076917,1,-0.302379151297638
LOC110435879,1,-0.302379151297638
LOC110429905,1,-0.300732868404331
LOC8080301,1,-0.300487826105818
LOC8077414,1,0.300298645038005
LOC110435708,1,-0.299140128826658
LOC8058662,1,-0.297874757657207
LOC8079636,1,-0.297859239841614
LOC8055495,1,-0.297571907241873
LOC8068093,2,0.2974559954818415
LOC110432606,1,-0.297098760464637
LOC8066280,1,-0.296939369043305
LOC8058509,1,-0.296773054136523
LOC8054890,1,-0.295967336092546
LOC110436566,1,0.295681521017303
LOC8065517,1,-0.295130643506251
LOC8081494,1,-0.294860998924058
LOC8057985,1,-0.294852459543097
LOC8072411,1,-0.294611580770754
LOC110433454,1,-0.294611580770754
LOC8083216,1,-0.294356168270626
LOC110436221,1,-0.293166485127309
LOC110429592,1,-0.293163697666298
LOC8058377,1,-0.292603536148753
LOC8077309,1,-0.292570848259054
LOC110434701,1,-0.292553040336673
LOC8084763,1,0.292398088542127
LOC8054530,1,-0.292041422376298
LOC8074855,1,-0.291868966631294
LOC8064056,1,0.291863604965506
LOC8058641,1,-0.291056263917505
LOC8073132,1,-0.290780011506526
LOC8062052,1,-0.290358870420025
LOC8086217,1,-0.290317297260342
LOC8083545,1,-0.290017367335525
LOC8073408,1,-0.28982578589985
LOC8085509,1,-0.28852389824099
LOC110434387,1,-0.288110136649873
LOC8081427,1,-0.287878665141206
LOC8078055,1,-0.286248353233455
LOC8085204,1,0.285911678126637
LOC8075197,1,0.28584015452513
LOC8060475,1,-0.284405167891993
LOC8069423,1,-0.284242076513671
LOC110429991,1,-0.284007641097796
LOC8072946,2,-0.2831698613790445
LOC8078637,1,-0.282726499615766
LOC8080209,2,-0.282328573165627
LOC8078626,1,-0.282006694670411
LOC110431055,1,-0.281659184962477
LOC8067406,1,-0.281434270498198
LOC8054304,1,-0.281248559068276
LOC8061435,1,0.281014303851552
LOC8058668,1,0.280983689232639
LOC8067068,1,-0.280946280903859
LOC8055866,1,-0.280214329882694
LOC110437044,1,-0.280195522014581
LOC8058486,1,-0.27953798990134
LOC8061782,1,-0.278766512873529
LOC8082793,1,-0.278741058418827
LOC8074041,1,0.278596138862919
LOC8083199,1,0.278014471033773
LOC110433393,1,-0.277661276161049
LOC8054506,1,0.277653342392778
LOC8069185,1,0.27761057499341
LOC8085020,1,0.277221377397776
LOC8074886,1,-0.276929917061869
LOC8059878,1,0.276788706349437
LOC8085828,1,-0.276611007154117
