gene_id,n_supporting_contrasts,mean_methyl_diff
LOC110429905,1,-0.304143610890848
LOC8064994,1,-0.303775582507052
LOC8079636,1,-0.303152837662709
LOC8074855,1,-0.303104111185643
LOC8077681,1,-0.302724218685997
LOC8064922,1,-0.302519649277885
LOC8074056,1,-0.302515310321768
LOC110436435,1,-0.301579640006562
LOC110429856,1,-0.301377544336164
LOC8073325,1,-0.301218220524208
LOC8083498,1,-0.301075179440505
LOC8062471,2,-0.3009201150314785
LOC110431167,1,-0.300481362658412
LOC8085509,1,-0.300221841275032
LOC8059455,1,-0.299996108947463
LOC8086169,1,-0.299507053687892
LOC8082497,1,-0.299343552801822
LOC8071808,1,-0.299325938143289
LOC110434899,1,-0.299152809418642
LOC8065124,1,-0.299091778283484
LOC8077874,1,-0.298410063286985
LOC8060071,1,-0.29839071054251
LOC110437670,1,-0.298290399590852
LOC8073377,1,-0.29730212745654
LOC8084599,1,-0.296945973125951
LOC8055495,1,-0.295970381035969
LOC8078636,1,-0.295889459629603
LOC8079764,2,-0.2954629506938915
LOC8072509,1,-0.294893163173422
LOC8080292,1,-0.294768951375431
LOC8080291,1,-0.294768951375431
LOC8054530,1,-0.294051843307762
LOC110435954,1,-0.294023231020246
LOC8083037,1,-0.293617907020245
LOC8081860,1,-0.293574902628376
LOC110431809,1,-0.293101205923386
LOC8066666,1,-0.292711202818763
LOC110433273,1,-0.292535247711655
LOC8065517,1,-0.291322079087497
LOC110435728,1,-0.291204805039391
LOC8067683,1,-0.290968577988807
LOC8078772,1,-0.290957671461449
LOC110430988,1,-0.290358587962953
LOC8078055,1,-0.289722911346653
LOC110431036,1,-0.289438518519482
TRNAH-GUG,1,-0.289438518519482
LOC8059849,1,-0.289435620382227
LOC110434904,1,-0.287695774614726
LOC110435806,1,-0.287446457058791
LOC8061451,1,-0.286901780668704
LOC110434387,1,-0.286694460260591
LOC8075921,3,-0.28653289420065536
LOC8072040,1,-0.28649352582793
LOC8078876,2,-0.2862998728150585
LOC8068526,2,-0.2862342802210135
LOC8084647,1,-0.285099405457511
LOC110436176,1,-0.284829794090599
LOC110437502,1,-0.284815290943874
LOC8070488,1,-0.284018407130738
LOC8070487,1,-0.284018407130738
LOC110430010,1,-0.283943960865677
LOC8066936,1,-0.28385863800778
LOC8057574,1,-0.283822818292953
LOC8063151,1,-0.283678586095002
LOC110434502,1,-0.283674889688303
LOC110435708,1,-0.28352465574236
LOC8080156,1,-0.283273800636682
LOC8073132,1,-0.282508275024859
LOC8057612,1,-0.282315636367725
LOC110433486,1,-0.282281013352644
LOC8057958,1,-0.282269418504055
LOC8083778,1,-0.281947327866086
LOC8069849,1,-0.281708642873116
LOC8055098,1,-0.281292533931232
LOC110436956,1,-0.281266878102108
LOC8085712,1,-0.278609237627581
LOC110434528,1,-0.278429899885149
LOC110433736,1,-0.277953728903077
LOC8054599,1,-0.277310588500162
LOC8084439,1,-0.277266147639231
LOC8071998,1,-0.2771882687931
LOC8076600,1,-0.276429346159949
LOC8063072,1,-0.276003677390651
LOC8058509,1,-0.275900181261701
LOC110436754,1,-0.27556982668903
LOC8085828,1,-0.27548563792766
LOC8077978,2,-0.2749790286913265
LOC8083216,1,-0.274876523037161
LOC110430626,1,-0.27388738706261
LOC8061030,1,-0.273158806218192
LOC8074820,1,-0.273089911036399
LOC8077016,1,-0.272555999896062
LOC8082215,1,-0.272481188778653
LOC8062699,2,-0.2722230416035625
LOC110430333,2,-0.2722230416035625
LOC8083960,1,-0.271646970834945
LOC110431266,1,-0.27129379002904
LOC110429911,1,-0.271108001111777
LOC8074020,1,-0.270637407837888
LOC8076358,2,-0.2705784480983765
LOC8067406,1,-0.270518312405279
LOC8083322,2,-0.270311420968888
LOC110435713,1,-0.270054196028182
LOC8078860,2,-0.2695615964133
LOC110430216,1,-0.269406587416685
LOC110434885,1,-0.268748075581855
LOC8079237,1,-0.268289718773289
LOC8082476,1,-0.268243799509333
LOC8075683,1,-0.267545227848599
LOC8068299,1,-0.266686495965182
LOC8085498,1,-0.265878905633933
LOC110430115,1,-0.265243401093501
LOC8070514,1,-0.26509333584582
